9.909667e-05, -1.462188e-02, 5.767932e+00, 1.543729e-02, 3.086150e+00,
2.992719e-04, 3.105433e-02, 5.560656e+00, -6.837339e-03, 1.834105e+00,
5.034507e-04, 5.248889e-02, 5.484026e+00, -1.790582e-02, 1.426852e+00,
7.117130e-04, 5.991848e-02, 5.446515e+00, -2.181085e-02, 1.202185e+00,
9.241406e-04, 6.286747e-02, 5.421163e+00, -2.332281e-02, 1.054326e+00,
1.140817e-03, 6.444490e-02, 5.399412e+00, -2.412905e-02, 9.475389e-01,
1.361827e-03, 6.560096e-02, 5.378533e+00, -2.471049e-02, 8.657130e-01,
1.587256e-03, 6.661964e-02, 5.357617e+00, -2.520968e-02, 8.003581e-01,
1.817195e-03, 6.760062e-02, 5.336362e+00, -2.569029e-02, 7.465289e-01,
2.051732e-03, 6.857045e-02, 5.314672e+00, -2.616394e-02, 7.011318e-01,
2.290960e-03, 6.953656e-02, 5.292499e+00, -2.663462e-02, 6.621230e-01,
2.534973e-03, 7.050663e-02, 5.269820e+00, -2.711030e-02, 6.280919e-01,
2.783865e-03, 7.148293e-02, 5.246634e+00, -2.759110e-02, 5.980291e-01,
3.037736e-03, 7.246415e-02, 5.222932e+00, -2.807557e-02, 5.711921e-01,
3.296684e-03, 7.344540e-02, 5.198704e+00, -2.855974e-02, 5.470199e-01,
3.560811e-03, 7.441982e-02, 5.173935e+00, -2.903562e-02, 5.250790e-01,
3.830221e-03, 7.539140e-02, 5.148610e+00, -2.951148e-02, 5.050290e-01,
4.105018e-03, 7.636158e-02, 5.122719e+00, -2.998789e-02, 4.865985e-01,
4.385312e-03, 7.732898e-02, 5.096254e+00, -3.046350e-02, 4.695678e-01,
4.671212e-03, 7.828997e-02, 5.069206e+00, -3.093520e-02, 4.537571e-01,
4.962829e-03, 7.924312e-02, 5.041562e+00, -3.140328e-02, 4.390171e-01,
5.260279e-03, 8.018672e-02, 5.013313e+00, -3.186628e-02, 4.252232e-01,
